|year|album|song|danceability|energy|speechiness|acousticness|liveness|valence|duration_ms|lyrics|cover|songwriters_parsed|vocals_parsed|popularity
123|1968|The Beatles (white album)|Glass Onion|0.523|0.51|0.0514|0.0123|0.108|0.789|137840|I told you about strawberry fields You know the place where nothing is real Well here's another place you can go Where everything flows Looking through the bent backed tulips To see how the other half live Looking through a glass onion I told you about the walrus and me, man You know that we're as close as can be, man Well here's another clue for you all The walrus was Paul Standing on the cast iron shore, yeah Lady Madonna trying to make ends meet, yeah Looking through a glass onion Oh yeah Oh yeah Oh yeah Looking through a glass onion I told you about the fool on the hill I tell you man he living there still Well here's another place you can be Listen to me Fixing a hole in the ocean Trying to make a dove-tail joint, yeah Looking through a glass onion|FALSO|[John Lennon]|[Lennon]|54.0
124|1968|The Beatles (white album)|Ob-La-Di, Ob-La-Da|0.818|0.728|0.0314|0.232|0.251|0.975|188960|Desmond has a barrow in the market place Molly is the singer in a band Desmond says to Molly, Girl, I like your face And Molly says this as she takes him by the hand Ob-la-di, ob-la-da, life goes on bra! Lala, how the life goes on Ob-la-di, ob-la-da, life goes on bra! Lala, how the life goes on. Desmond takes a trolly to the jeweller's store Buys a twenty carat golden ring Takes it back to Molly waiting at the door And as he gives it to her she begins to sing Ob-la-di, ob-la-da, life goes on bra! Lala, how the life goes on Ob-la-di, ob-la-da, life goes on bra! Lala, how the life goes on. In a couple of years they have built A home sweet home With a couple of kids running in the yard Of Desmond and Molly Jones. Happy ever after in the market place Desmond lets the children lend a hand Molly stays at home and does his pretty face And in the evening she's a singer with the band. Ob-la-di, ob-la-da, life goes on bra! Lala, how the life goes on Ob-la-di, ob-la-da, life goes on bra! Lala, how the life goes on. In a couple of years they have built A home sweet home With a couple of kids running in the yard Of Desmond and Molly Jones. Happy ever after in the market place Molly lets the children lend a hand Desmond stays at home and does his pretty face And in the evening she's a singer with the band. Ob-la-di, ob-la-da, life goes on bra! Lala, how the life goes on Ob-la-di, ob-la-da, life goes on bra! Lala, how the life goes on. Well, if you want some fun, take ob-la-di-la-da|FALSO|[Paul McCartney]|[McCartney]|71.0
125|1968|The Beatles (white album)|Wild Honey Pie|0.792|0.763|0.0506|0.425|0.789|0.152|52973|Honey Pie Honey Pie  Honey Pie Honey Pie  Honey Pie Honey Pie Honey Pie Honey Pie  I love you, Honey Pie|FALSO|[Paul McCartney]|[McCartney]|49.0
126|1968|The Beatles (white album)|The Continuing Story of Bungalow Bill|0.621|0.459|0.104|0.224|0.656|0.648|194160|Hey, Bungalow Bill What did you kill, Bungalow Bill? Hey, Bungalow Bill What did you kill, Bungalow Bill?  He went out tiger hunting with his elephant and gun In case of accidents he always took his mom He\'s the all American bullet-headed Saxon mother\'s son All the children sing  Hey, Bungalow Bill What did you kill, Bungalow Bill? Hey, Bungalow Bill What did you kill, Bungalow Bill?  Deep in the jungle where the mighty tiger lies Bill and his elephants were taken by surprise So Captain Marvel zapped in right between the eyes, zap! All the children sing  Hey, Bungalow Bill What did you kill, Bungalow Bill? Hey, Bungalow Bill What did you kill, Bungalow Bill?  The children asked him if to kill was not a sin Not when he looked so fierce, his mummy butted in If looks could kill it would have been us instead of him All the children sing  Hey, Bungalow Bill What did you kill, Bungalow Bill? Hey, Bungalow Bill What did you kill, Bungalow Bill?  Oh ho!  Hey, Bungalow Bill What did you kill, Bungalow Bill? Hey, Bungalow Bill What did you kill, Bungalow Bill?  Hey, Bungalow Bill What did you kill, Bungalow Bill? Hey, Bungalow Bill What did you kill, Bungalow Bill?  Hey, Bungalow Bill What did you kill, Bungalow Bill? Hey, Bungalow Bill What did you kill, Bungalow Bill?|FALSO|[John Lennon]|[Lennon]|51.0
127|1968|The Beatles (white album)|While My Guitar Gently Weeps|0.453|0.654|0.0317|0.0205|0.172|0.702|285000|I look at you all, see the love there that's sleeping While my guitar gently weeps I look at the floor and I see it needs sweeping Still my guitar gently weeps  I don't know why nobody told you How to unfold your love I don't know how someone controlled you They bought and sold you  I look at the world and I notice it's turning While my guitar gently weeps With every mistake we must surely be learning Still my guitar gently weeps  Well...  I don't know how you were diverted You were perverted too I don't know how you were inverted No one alerted you  I look at you all, see the love there that's sleeping [LOVE version:] I look from the wings at the play you are staging. While my guitar gently weeps Look at you all [LOVE version:] As I'm sitting here doing nothing but aging Still my guitar gently weeps  Oh, oh Oh, oh, oh, oh, oh, oh, oh Oh, oh, oh, oh  Yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah, oh, ooh|FALSO|[George Harrison]|[Harrison]|70.0
128|1968|The Beatles (white album)|Happiness Is a Warm Gun|0.431|0.54|0.0589|0.523|0.169|0.44|164547|She's not a girl who misses much Do do do do do do do do, oh yeah She's well acquainted with the touch of the velvet hand Like a lizard on a window pane The man in the crowd with the multicoloured mirrors On his hobnail boots Lying with his eyes while his hands are busy Working overtime A soap impression of his wife which he ate And donated to the National Trust Down I need a fix cos I'm going down Down to the bits that I left uptown I need a fix cos I'm going down Mother Superior jump the gun Mother Superior jump the gun Mother Superior jump the gun Mother Superior jump the gun Mother Superior jump the gun Mother Superior jump the gun Happiness is a warm gun (Happiness bang, bang, shoot, shoot) Happiness is a warm gun, mama (Happiness bang, bang, shoot, shoot) When I hold you in my arms (Oo-oo oh yeah) And I feel my finger on your trigger (Oo-oo oh yeah) I know no one can do me no harm (Oo-oo oh yeah) Because happiness is a warm gun, mama (Happiness bang, bang, shoot, shoot) Happiness is a warm gun, yes it is (Happiness bang, bang, shoot, shoot) Happiness is a warm, yes it is, gun (Happiness bang, bang, shoot, shoot) Well, don't you know happiness is a warm gun, mama? (Happiness is a warm gun, yeah)|FALSO|[John Lennon]|[Lennon]|58.0
129|1968|The Beatles (white album)|Martha My Dear|0.472|0.292|0.0321|0.872|0.128|0.824|148573|Martha my dear Though I spend my days in conversation, please Remember me, Martha my love Don't forget me Martha my dear  Hold your head up, you silly girl Look what you've done When you find yourself in the thick of it Help yourself to a bit of what is all around you, silly girl  Take a good look around you Take a good look and you're bound to see That you and me were meant to be For each other Silly girl  (instrumental)  Hold your hand out, you silly girl See what you've done When you find yourself in the thick of it Help yourself to bit of what is all around you, silly girl  Martha my dear, you have always been my inspiration, please Be good to me, Martha my love Don't forget me, Martha my dear|FALSO|[Paul McCartney]|[McCartney]|54.0
130|1968|The Beatles (white album)|I'm So Tired|0.433|0.483|0.175|0.656|0.539|0.717|123493|I'm so tired, I haven't slept a wink I'm so tired, my mind is on the blink I wonder should I get up and fix myself a drink No, no, no I'm so tired I don't know what to do I'm so tired my mind is set on you I wonder should I call you but I know what you'd do You'd say I'm putting you on But it's no joke, it's doing me harm You know I can't sleep, I can't stop my brain You know it's three weeks, I'm going insane You know I'd give you everything I've got For a little peace of mind I'm so tired, I'm feeling so upset Although I'm so tired I'll have another cigarette And curse Sir Walter Raleigh He was such a stupid get You'd say I'm putting you on But it's no joke, it's doing me harm You know I can't sleep, I can't stop my brain You know it's three weeks, I'm going insane You know I'd give you everything I've got For a little peace of mind I'd give you everything I've got For a little peace of mind I'd give you everything I've got For a little peace of mind [Monsieur, Monsieur, Monsieur, how about another one?]|FALSO|[John Lennon]|[Lennon]|55.0
131|1968|The Beatles (white album)|Blackbird|0.686|0.127|0.0342|0.754|0.0573|0.372|138387|Blackbird singing in the dead of night Take these broken wings and learn to fly All your life You were only waiting for this moment to arise. Blackbird singing in the dead of night Take these sunken eyes and learn to see All your life You were only waiting for this moment to be free. Blackbird fly blackbird fly Into the light of the dark black night. Blackbird fly blackbird fly Into the light of the dark black night. Blackbird singing in the dead of night Take these broken wings and learn to fly All your life You were only waiting for this moment to arise You were only waiting for this moment to arise You were only waiting for this moment to arise.|FALSO|[Paul McCartney]|[McCartney]|73.0
132|1968|The Beatles (white album)|Piggies|0.542|0.445|0.0303|0.643|0.516|0.52|124267|Have you seen the little piggies Crawling in the dirt? And for all the little piggies, Life is getting worse; Always having dirt to Play around in.  Have you seen the bigger piggies In their starched white shirts? You will find the bigger piggies Stirring up the dirt Always have clean shirts to Play around in.  In their styes with all their backing, They don't care What goes on around. In their eyes there's something lacking. What they need's a damn good whacking.  Everywhere there's lots of piggies Living piggy lives. You can see them out for dinner With their piggy wives. Clutching forks and knives to Eat their bacon.|FALSO|[George Harrison]|[Harrison]|49.0
133|1968|The Beatles (white album)|Rocky Raccoon|0.599|0.363|0.0315|0.333|0.243|0.648|213107|Now somewhere in the black mountain hills of Dakota There lived a young boy named Rocky Raccoon And one day his woman ran off with another guy Hit young Rocky in the eye Rocky didn't like that He said I'm gonna get that boy So one day he walked into town Booked himself a room in the local saloon  Rocky Raccoon checked into his room Only to find Gideon's bible Rocky had come equipped with a gun To shoot off the legs of his rival His rival it seems had broken his dreams By stealing the girl of his fancy Her name was Magil and she called herself Lil But everyone knew her as Nancy Now she and her man who called himself Dan Were in the next room at the hoe down Rocky burst in and grinning a grin He said Danny boy this is a showdown But Daniel was hot, he drew first and shot And Rocky collapsed in the corner, ah  D'da d'da d'da da da da D'da d'da d'da da da da D'da d'da d'da da d'da d'da d'da d'da Do do do do do do  D'do d'do d'do do do do D'do d'do d'do do do do D'do d'do d'do do do d'do d'do d'do d'do Do do do do do do  Now the doctor came in stinking of gin And proceeded to lie on the table He said Rocky you met your match And Rocky said, doc it's only a scratch And I'll be better I'll be better doc as soon as I am able  And now Rocky Raccoon he fell back in his room Only to find Gideon's bible Gideon checked out and he left it no doubt To help with good Rocky's revival, ah Oh yeah, yeah  D'do d'do d'do do do do D'do d'do d'do do do do D'do d'do d'do do do d'do d'do d'do d'do Do do do do do do  D'do d'do d'do do do do, come on, Rocky boy D'do d'do d'do do do do, come on, Rocky boy D'do d'do d'do do do d'do d'do d'do d'do The story of Rocky there|FALSO|[Paul McCartney, John Lennon]|[McCartney]|57.0
134|1968|The Beatles (white album)|Don't Pass Me By|0.599|0.537|0.0254|0.594|0.194|0.946|230453|I listen for your footsteps Coming up the drive Listen for your footsteps But they don't arrive Waiting for your knock, dear On my old front door I don't hear it Does it mean you don't love me any more? I hear the clock are ticking On the mantel shelf See the hands are moving But I'm by myself I wonder where you are tonight And why I'm by myself I don't see you Does it mean you don't love me any more? Don't pass me by, don't make me cry, don't make me blue Cause you know darling I love only you You'll never know it hurt me so How I hate to see you go Don't pass me by, don't make me cry, don't make me blue I'm sorry that I doubted you I was so unfair You were in a car crash And you lost your hair You said that you would be late About an hour or two I said that's alright I'm waiting here Just waiting to hear from you Don't pass me by, don't make me cry, don't make me blue Cause you know darling I love only you You'll never know it hurt me so How I hate to see you go Don't pass me by, don't make me cry|FALSO|[Ringo Starr]|[Starr]|50.0
135|1968|The Beatles (white album)|Why Don't We Do It in the Road?|0.589|0.522|0.0521|0.53|0.0993|0.957|101160|Why don't we do it in the road? Mm Why don't we do it in the road? Ah Why don't we do it in the road? Mm Why don't we do it in the road? Mm No one will be watching us Why don't we do it in the road?  Why don't we do it in the road? Why don't we do it in the road? Why don't we do it in the road? Why don't we do it in the road? No one will be watching us Why don't we do it in the road?  Ooh  Why don't we do it in the road? Why don't we do it in the road? Why don't we do it, do it in the road? Why don't we do it in the road? No one will be watching us Why don't we do it in the road?|FALSO|[Paul McCartney]|[McCartney]|50.0
136|1968|The Beatles (white album)|I Will|0.631|0.387|0.0262|0.742|0.0822|0.832|105933|Who knows how long I've loved you You know I love you still Will I wait a lonely lifetime If you want me to, I will For if I ever saw you I didn't catch your name But it never really mattered I will always feel the same Love you forever and forever Love you with all my heart Love you whenever we're together Love you when we're apart And when at last I find you Your song will fill the air Sing it loud so I can hear you Make it easy to be near you For the things you do endear you to me Oh, you know I will I will Mm mm mm mm mm mm mm mm mm Da da da da da da da|FALSO|[Paul McCartney]|[McCartney]|62.0
137|1968|The Beatles (white album)|Julia|0.512|0.0953|0.0304|0.828|0.117|0.193|176667|Half of what I say is meaningless But I say it just to reach you, Julia Julia, Julia, oceanchild, calls me So I sing a song of love, Julia Julia, seashell eyes, windy smile, calls me So I sing a song of love, Julia Her hair of floating sky is shimmering, glimmering In the sun Julia, Julia, morning moon, touch me So I sing a song of love, Julia When I cannot sing my heart I can only speak my mind, Julia Julia, sleeping sand, silent cloud, touch me So I sing a song of love, Julia Hum hum hum hum... Calls me So I sing a song of love for Julia, Julia, Julia|FALSO|[John Lennon]|[Lennon]|54.0
138|1968|The Beatles (white album)|Birthday|0.541|0.727|0.0384|7.37e-05|0.232|0.91|163080|(Lennon/Mccartney) They say it's your birthday It's my birthday too, yeah They say it's your birthday We're gonna have a good time I'm glad it's your birthday Happy birthday to you Ah Ah Ah Come on Come on Yes we're going to a party party Yes we're going to a party party Yes we're going to a party party I would like you to dance (Birthday) Take a cha-cha-cha-chance (Birthday) I would like you to dance (Birthday) Dance yeah Oh Come on I would like you to dance (Birthday) Take a cha-cha-cha-chance (Birthday) I would like you to dance (Birthday) Oh dance! Dance They say it's your birthday Well it's my birthday too, yeah They say it's your birthday We're gonna have a good time I'm glad it's your birthday Happy birthday to you|FALSO|[John Lennon, Paul McCartney]|[McCartney, Lennon]|55.0
139|1968|The Beatles (white album)|Yer Blues|0.327|0.525|0.0475|0.000875|0.133|0.435|240453|2,3  Yes I'm lonely wanna die Yes I'm lonely wanna die If I ain't dead already Ooh girl you know the reason why  In the morning wanna die In the evening wanna die If I ain't dead already Ooh girl you know the reason why  My mother was of the sky My father was of the earth But I am of the universe And you know what it's worth I'm lonely wanna die If I ain't dead already Ooh girl you know the reason why  The eagle picks my eye The worm he licks my bone I feel so suicidal Just like Dylan's Mr. Jones Lonely wanna die If I ain't dead already Ooh girl you know the reason why  Black cloud crossed my mind Blue mist round my soul Feel so suicidal Even hate my rock 'n' roll Wanna die yeah wanna die If I ain't dead already Ooh girl you know the reason why|FALSO|[John Lennon]|[Lennon]|51.0
140|1968|The Beatles (white album)|Mother Nature's Son|0.608|0.178|0.0264|0.634|0.166|0.401|168027|Born a poor young country boy, Mother Nature's son All day long I'm sitting singing songs for everyone Sit beside a mountain stream, see her waters rise Listen to the pretty sound of music as she flies Doo doo doo doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo doo Doo doo doo Find me in my field of grass, Mother Nature's son Swaying daises sing a lazy song beneath the sun Doo doo doo doo doo doo doo doo doo doo doo Doo doo doo doo doo doo doo doo doo Doo doo doo doo doo doo Yeah yeah yeah Mm mm mm mm mm mm mm Mm mm mm, ooh ooh ooh Mm mm mm mm mm mm mm Mm mm mm mm, wah wah wah Wah, Mother Nature's son|FALSO|[Paul McCartney]|[McCartney]|52.0
141|1968|The Beatles (white album)|Everybody's Got Something to Hide Except Me and My Monkey|0.523|0.731|0.0559|0.0207|0.081|0.81|144773|(Lennon/Mccartney) Come on come on Come on come on Come on is such a joy Come on is such a joy Come on let's take it easy Come on let's take it easy Take it easy take it easy Everybody's got something to hide except for me and my monkey (Ooh) The deeper you go the higher you fly The higher you fly the deeper you go So come on (Come on) come on Come on is such a joy Come on is such a joy Come on let's make it easy Come on let's make it easy (Oh) Take it easy (Yeh yeh yeh) take it easy (Hoo) Everybody's got something to hide except for me and my monkey Oh! Your inside is out and your outside is in Your outside is in and your inside is out So come on (Ho) come on (Ho) Come on is such a joy Come on is such a joy Come on let's make it easy Come on let's make it easy Make it easy (Hoo) make it easy (Hoo) Everybody's got something to hide except for me and my monkey Hey! Come on, come on, come on, come on, come on Come on, come on, come on... Come on, come on, come on, come on, come on Come on, come on, come on...|FALSO|[John Lennon]|[Lennon]|49.0
142|1968|The Beatles (white album)|Sexy Sadie|0.577|0.624|0.0285|0.33|0.117|0.671|195267|Sexy Sadie what have you done You made a fool of everyone You made a fool of everyone Sexy Sadie ooh what have you done  Sexy Sadie you broke the rules You layed it down for all to see You layed it down for all to see Sexy Sadie oooh you broke the rules  One sunny day the world was waiting for a lover She came along to turn on everyone Sexy Sadie the greatest of them all  Sexy Sadie how did you know The world was waiting just for you The world was waiting just for you Sexy Sadie oooh how did you know  Sexy Sadie you'll get yours yet However big you think you are However big you think you are Sexy Sadie oooh you'll get yours yet  We gave her everything we owned just to sit at her table Just a smile would lighten everything Sexy Sadie she's the latest and the greatest of them all  She made a fool of everyone Sexy Sadie  However big you think you are Sexy Sadie|FALSO|[John Lennon]|[Lennon]|51.0
143|1968|The Beatles (white album)|Helter Skelter|0.166|0.831|0.0894|0.000606|0.811|0.281|269787|When I get to the bottom I go back to the top of the slide Where I stop and I turn and I go for a ride Till I get to the bottom and I see you again Yeah yeah yeah hey Do you, don't you want me to love you I'm coming down fast but I'm miles above you Tell me tell me tell me come on tell me the answer Well you may be a lover but you ain't no dancer Now helter skelter helter skelter Helter skelter yeah Ooh! Will you, won't you want me to make you I'm coming down fast but don't let me break you Tell me tell me tell me the answer You may be a lover but you ain't no dancer Look out helter skelter helter skelter Helter skelter ooh Look out, cos here she comes When I get to the bottom I go back to the top of the slide And I stop and I turn and I go for a ride And I get to the bottom and I see you again Yeah yeah yeah Well do you, don't you want me to make you I'm coming down fast but don't let me break you Tell me tell me tell me the answer You may be a lover but you ain't no dancer Look out helter skelter helter skelter Helter skelter Look out helter skelter She's coming down fast Yes she is Yes she is coming down fast [My head is spinning, ooh... Ha ha ha, ha ha ha, alrgiht! I got blisters on my fingers!]|FALSO|[Paul McCartney]|[McCartney]|62.0
144|1968|The Beatles (white album)|Long, Long, Long|0.349|0.129|0.0294|0.539|0.192|0.163|186307|It's been a long long long time How could I ever have lost you When I loved you It took a long long long time Now I'm so happy I found you How I love you So many tears I was searching So many tears I was wasting, oh oh Now I can see you, be you How can I ever misplace you How I want you Oh I love you Your know that I need you Ooh I love you Oh|FALSO|[George Harrison]|[Harrison]|49.0
145|1968|The Beatles (white album)|Revolution 1|0.386|0.626|0.0377|0.0785|0.621|0.695|255707|Ah, take 2 OK!  You say you want a revolution Well you know We all want to change the world You tell me that it's evolution Well you know We all want to change the world But when you talk about destruction Don't you know you can count me out in Don't you know it's gonna be alright Don't you know it's gonna be alright Don't you know it's gonna be alright  You say you got a real solution Well you know We'd all love to see the plan You ask me for a contribution Well you know We're doing what we can But if you want money for people with minds that hate All I can tell you is brother you have to wait Don't you know it's gonna be alright Don't you know it's gonna be alright Don't you know it's gonna be alright  You say you'll change the constitution Well you know We'd all love to change your head You tell me it's the institution Well you know You better free your mind instead But if you go carrying pictures of Chairman Mao You ain't going to make it with anyone anyhow Don't you know it's gonna be alright Don't you know it's gonna be alright Don't you know it's gonna be alright  Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh Alright, alright, alright, alright, alright Alright, alright, alright, alright, alright Oh, oh, oh, oh, oh, oh Alright, alright, alright Alright Alright|FALSO|[John Lennon]|[Lennon]|50.0
146|1968|The Beatles (white album)|Honey Pie|0.537|0.297|0.0822|0.88|0.145|0.553|161160|She was a working girl North of England way Now she's hit the big time In the USA And if she could only hear me This is what I'd say Honey pie you are making me crazy I'm in love but I'm lazy So won't you please come home Oh honey pie my position is tragic Come and show me the magic Of your Hollywood song You became a legend of the silver screen And now the thought of meeting you Makes me weak in the knee Oh honey pie you are driving me frantic Sail across the Atlantic To be where you belong Honey pie come back to me, oh Yeah I like it like that, oh ah I like this kind of hot kind of music Hot kind of music Play it to me, play it to me, honey, the blues Will the wind that blew her boat Across the sea Kindly send her sailing back to me Honey pie you are making me crazy I'm in love but I'm lazy So won't you please come home Come, come back to me, honey pie Oooooooooooh oh Oh oh oh oh oh oh oh Honey pie, honey pie|FALSO|[Paul McCartney]|[McCartney]|50.0
147|1968|The Beatles (white album)|Savoy Truffle|0.623|0.544|0.0536|0.00814|0.134|0.793|174467|Creme tangerine and montelimar A ginger sling with a pineapple heart A coffee dessert, yes, you know it's good news But you'll have to have them all pulled out After the Savoy truffle  Cool cherry cream, nice apple tart I feel your taste all the time we're apart Coconut fudge really blows down those blues But you'll have to have them all pulled out After the Savoy truffle  You might not feel it now But when the pain cuts through You're going to know and how The sweat is going to fill your head When it becomes too much You'll shout aloud  [Instrumental/Solo]  But you'll have to have them all pulled out After the Savoy truffle  You know that what you eat you are But what is sweet now turns so sour We all know obla-dibla-da But can you show me where you are?  Creme tangerine and montelimar A ginger sling with a pineapple heart A coffee dessert, yes, you know it's good news But you'll have to have them all pulled out After the Savoy truffle  Yes you'll have to have them all pulled out After the Savoy truffle|FALSO|[George Harrison]|[Harrison]|47.0
148|1968|The Beatles (white album)|Cry Baby Cry|0.517|0.529|0.0323|0.115|0.174|0.362|182080|Cry baby cry Make your mother sigh She's old enough to know better The king of Marigold was in the kitchen Cooking breakfast for the queen The queen was in the parlour Playing piano for the children of the king Cry baby cry Make your mother sigh She's old enough to know better So cry baby cry The king was in the garden Picking flowers for a friend who came to play The queen was in the playroom Painting pictures for the childrens holiday Cry baby cry Make your mother sigh She's old enough to know better So cry baby cry The duchess of Kircaldy always smiling And arriving late for tea The duke was having problems With a message at the local bird and bee Cry baby cry Make your mother sigh She's old enough to know better So cry baby cry At twelve o'clock a meeting round the table For a seance in the dark With voices out of nowhere Put on specially by the children for a lark Cry baby cry Make your mother sigh She's old enough to know better So cry baby cry cry cry cry baby Make your mother sigh She's old enough to know better Cry baby cry Cry cry cry Make your mother sigh She's old enough to know better So cry baby cry|FALSO|[John Lennon]|[Lennon, McCartney]|49.0
149|1968|The Beatles (white album)|Revolution 9|0.208|0.615|0.342|0.769|0.824|0.101|502013|(Bottle of Claret for you if I had realised   Well, do it next time.  I forgot about it, George, I'm sorry. Will you forgive me?  Yes.)  Number 9, number 9, number 9, number 9, number 9, number 9, number 9, number 9, number 9, number 9, number 9, number 9, number 9, number 9, number  Then there's this Welsh Rarebit wearing some brown underpants About the shortage of grain in Hertfordshire Everyone of them knew that as time went by They'd get a little bit older and a litter slower but It's all the same thing, in this case manufactured by someone who's always Umpteen your father's giving it diddly-i-dee District was leaving, intended to pay for  Number 9, number 9  Who's to know? Who was to know?  Number 9, number 9, number 9, number 9, number 9, number 9, number 9, number 9, number 9, number 9, number 9, number 9  I sustained nothing worse than Also for example Whatever you're doing A business deal falls through I informed him on the third night When fortune gives  Number 9, number 9, number 9  People ride, people ride Ride, ride, ride, ride, ride Ride! Ride!  9, number 9, number 9, number 9  I've missed all of that It makes me a few days late Compared with, like, wow! And weird stuff like that Taking our sides sometimes Floral bark Rouge doctors have brought this specimen  I have nobody's short-cuts, aha   9, number 9  With the situation  They are standing still  The plan, the telegram  Ooh ooh  Number 9, number  Ooh  A man without terrors from beard to false As the headmaster reported to me My son he really can try as they do to find function Tell what he was saying, and his voice was low and his hive high And his eyes were low  Alright!  Number 9, number 9, number 9, number 9, number 9, number 9, number 9, number 9, number 9, number 9, number 9  So the wife called me and we'd better go to see a surgeon Or whatever to price it  yellow underclothes So, any road, we went to see the dentist instead Who gave her a pair of teeth which wasn't any good at all So I said I'd marry, join the fucking navy and went to sea  In my broken chair, my wings are broken and so is my hair I'm not in the mood for whirling  Um da Aaah  How? Dogs for dogging, hands for clapping Birds for birding and fish for fishing Them for themming and when for whimming  Only to find the night-watchman Unaware of his presence in the building  Onion soup  Number 9, number 9, number 9, number 9, number 9, number 9  Industrial output Financial imbalance  Thrusting it between his shoulder blades  The Watusi The twist  Eldorado  Take this brother, may it serve you well  Maybe it's nothing Aaah Maybe it's nothing What? What? Oh  Maybe even then Impervious in London Could be difficult thing It's quick like rush for peace is Because it's so much It was like being naked  If you became naked|FALSO|[John Lennon, Yoko Ono, George Harrison]|[Sound Collage]|44.0
150|1968|The Beatles (white album)|Good Night|0.146|0.355|0.0352|0.865|0.114|0.178|193760|Now it's time to say good night Good night, sleep tight Now the sun turns out his light Good night, sleep tight Dream sweet dreams for me (Dream sweet) Dream sweet dreams for you Close your eyes and I'll close mine Good night, sleep tight Now the moon begins to shine Good night, sleep tight Dream sweet dreams for me (Dream sweet) Dream sweet dreams for you Mmmmmm Mmmmmm Mmmmmmmmmm Close your eyes and I'll close mine Good night, sleep tight Now the sun turns out his light Good night, sleep tight Dream sweet dreams for me (Dream sweet) Dream sweet dreams for you Good night, good night, everybody Everybody everywhere Good night|FALSO|[John Lennon]|[Starr]|48.0
151|1969|Yellow Submarine|Yellow Submarine|0.605|0.536|0.0421|0.518|0.528|0.688|159720|In the town where I was born Lived a man who sailed to sea And he told us of his life In the land of submarines  So we sailed up to the sun 'Til we found the sea of green And we lived beneath the waves In our yellow submarine  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine  And our friends are all aboard Many more of them live next door And the band begins to play  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine  Full speed ahead, Mr. Boatswain, full speed ahead! Full speed it is, Sergeant! Cut the cable, drop the cable! Aye-aye, sir, aye-aye! Captain, Captain!  As we live a life of ease (a life of ease) Everyone of us (everyone of us) has all we need (has all we need) Sky of blue (sky of blue) and sea of green (sea of green) In our yellow (in our yellow) submarine (submarine, ah-ha)  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine|FALSO|[Paul McCartney, John Lennon]|[Starr]|47.0
152|1969|Yellow Submarine|Only a Northern Song|0.175|0.731|0.0705|0.000341|0.0846|0.801|204493|If you're listening to this song, You may think the cords are going wrong. But they're not We just wrote it like that  When you're listening late at night, You may think the bands are not quite right, But they are, They just play it like that  It doesn't really matter what chords I play, What words I say, Or time of day it is As it's only a northern song  *music*  It doesn't really matter what clothes I wear, Or how I pur Or if my hair is brown When it's only a northern song  If you think the harmony Is a little dark and out of key, You're correct, There's nobody there  And it told you there's no one there  *music*  Adicionar � playlist|FALSO|[George Harrison]|[Harrison]|40.0
153|1969|Yellow Submarine|All Together Now|0.587|0.431|0.0686|0.0722|0.561|0.778|130893|One, two, three, four Can I have a little more? Five, six, seven eight nine ten I love you. A, B, C, D Can I bring my friend to tea? E, F, G H I J I love you. Sail the ship, Jump the tree Skip the rope, Look at me All together now... Black, white, green, red Can I take my friend to bed? Pink, brown, yellow orange blue I love you All together now... Sail the ship, Jump the tree Skip the rope, Look at me All together now...|FALSO|[Paul McCartney, John Lennon]|[McCartney, Lennon]|43.0
154|1969|Yellow Submarine|Hey Bulldog|0.587|0.617|0.028|0.0197|0.199|0.947|191307|Sheepdog Standing in the rain, Bullfrog Doing it again Some think that happinness is measured out in years You don't know what it's like to listen to your fears Child-like No one understands, Jack knife In your sweaty hands, Some think that happiness is measured out in miles What makes you think you're something special when you smile You can talk to me, if you're lonely you can talk to me Big man Walking in the park Whigwam Frightened of the dark Some think that happiness is measured out in you You think you know me but you haven't got a clue You can talk to me, if you're lonely you can talk to me|FALSO|[John Lennon]|[Lennon, McCartney]|52.0
155|1969|Yellow Submarine|It's All Too Much|0.39|0.781|0.0364|4.3e-05|0.1|0.199|385013|It's all too much, It's all too much When I look into your eyes, your love is there for me And the more I go inside, the more there is to see It's all too much for me to take The love that's shining all around you Everywhere, it's what you make For us to take, it's all too much Floating down the stream of time, of life to life with me Makes no difference where you are or where you'd like to be It's all too much for me to take The love that's shining all around here All the world's a birthday cake, So take a piece but not too much Set me on a silver sun, for I know that I'm free Show me that I'm everywhere, and get me home for tea It's all to much for me to see A love that's shining all around here The more I am, the less I know And what I do is all too much It's all too much for me to take The love that's shining all around you Everywhere, it's what you make For us to take, it's all too much It's too much..... It's too much Too much too much too much|FALSO|[George Harrison]|[Harrison]|41.0
